,SERVICE,PART_NAME
18358,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs']"
18359,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Shims', 'Springs', 'Valve Components', 'Washers and Spacers']"
18363,Drivetrain-Brakes-Rebuild,"['Gaskets', 'O-Rings', 'Pins', 'Seals', 'Separator Plates', 'Springs']"
18378,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals', 'Shims', 'Springs']"
18379,Drivetrain-Brakes-Rebuild,"['Bearing Retainers', 'Bolts and Screws', 'Separator Plates']"
18380,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs', 'Valve Components']"
18382,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18385,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Plates and Strips', 'Separator Plates', 'Shims']"
18387,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Temperature Sensors', 'Valve Cartridges']"
18390,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Seals', 'Thermostat', 'Turbos and Turbo Groups', 'Washers and Spacers']"
18396,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Buttons and Knobs', 'Caps and Plugs', 'Controls-Primary', 'Dowel Pins', 'Information Films', 'Plates and Strips', 'Washers and Spacers']"
18404,Drivetrain-Brakes-Rebuild,"['Dealer Service Tools', 'Kit - Drivetrain and Steering']"
18406,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Gaskets', 'Hose adapters', 'Kit - Engines', 'O-Rings', 'Seals', 'Valve Cartridges']"
18407,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Shims', 'Washers and Spacers']"
18409,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Valve Components']"
18411,Drivetrain-Brakes-Rebuild,"['Bars', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18412,Drivetrain-Axle-Rebuild,"['Bearings', 'Driveshafts and Joint Groups', 'Rotating Seals']"
18413,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Plates and Strips', 'Washers and Spacers']"
18418,Engine-Engine cooling system-Replacement,"['Bulk Seals', 'Clamps and Clips', 'Cooling Module', 'Foam', 'Gaskets', 'Hose Assemblies', 'Insulation', 'Liners', 'Lube Filters', 'O-Rings', 'Seals', 'Thermostat']"
18427,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18429,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals']"
18431,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Valve Components', 'Washers and Spacers']"
18432,Drivetrain-Axle-Rebuild,"['Bearings', 'Caps and Plugs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Retaining Rings', 'Seals']"
18433,Drivetrain-Axle-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Plates and Strips', 'Retaining Rings', 'Yoke Assemblies']"
18434,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearing Retainers', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Manually Operated Valves', 'No Data', 'O-Rings', 'Plates and Strips', 'Retaining Rings', 'Screen Filters', 'Seals', 'Seat Assembly', 'Springs', 'Valve Components', 'Valve Groups and Assemblies']"
18436,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Washers and Spacers']"
18437,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
18439,Engine-Turbo Group-Rebuild,"['Cartridges', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals']"
18440,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Washers and Spacers']"
18444,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Separator Plates', 'Springs', 'Washers and Spacers']"
18445,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing Housings', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
18447,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18456,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Brackets Supports and Mounts', 'Buttons and Knobs', 'Dowel Pins', 'Dust Ejector Check Valves', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Maintenance', 'Manifolds', 'No Data', 'Structural Fabrications', 'Valve Groups and Assemblies']"
18464,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'Controls-Switching', 'Fasteners Nuts', 'Fasteners Studs', 'Fluid Filter', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance', 'Manifolds', 'Tubes', 'Valve Components', 'Valve Groups and Assemblies', 'Valve In-line', 'Washers and Spacers']"
18467,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fluid Filter', 'Hose adapters', 'Kit - Maintenance', 'Tubes']"
18470,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Hose adapters', 'Information Films', 'Kit - Hydraulics']"
18471,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18476,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Grommets', 'Kit - Hydraulics', 'Washers and Spacers']"
18481,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18484,Drivetrain-Brakes-Rebuild,"['Brake Groups', 'Kit - Drivetrain and Steering']"
18493,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Kit - Maintenance', 'No Data', 'Rotating Seals']"
18495,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Mounts', 'Temperature Sensors', 'Washers and Spacers']"
18496,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Gaskets', 'Plates and Strips']"
18501,Drivetrain-Axle-Rebuild,"['Bolts and Screws', 'Dowel Pins', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Washers and Spacers']"
18503,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Clamps and Clips', 'Driveshafts and Joint Groups', 'Plates and Strips', 'Yoke Assemblies', 'Yokes']"
18507,Drivetrain-Brakes-Rebuild,"['Bars', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs', 'Valve Components']"
18510,Drivetrain-Brakes-Rebuild,"['Bearings', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Shims', 'Washers and Spacers']"
18521,Drivetrain-Brakes-Rebuild,"['Brake Valves', 'Controls-Primary', 'Gaskets', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Seals', 'Valve Components']"
18527,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Shims']"
18528,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
18529,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Washers and Spacers']"
18532,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Kit - Electronics', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18533,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Hose adapters', 'Kit - Engines', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18539,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Seals', 'Springs']"
18540,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Shims', 'Thrust Washers', 'Washers and Spacers']"
18546,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Custom Supports', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
18552,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing Housings', 'Bearings', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Yokes']"
18558,Drivetrain-Brakes-Rebuild,"['Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals']"
18559,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearing Retainers', 'Bearings', 'Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose Assemblies', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'Manually Operated Valves', 'No Data', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Screen Filters', 'Seals', 'Seat Assembly', 'Shims', 'Springs', 'Valve Components', 'Valve Groups and Assemblies']"
18560,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Fasteners Nuts', 'Kit - Drivetrain and Steering', 'Master Cylinders']"
18566,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Gaskets', 'O-Rings', 'Seals', 'Springs', 'Valve Components']"
18567,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Seals', 'Solid Rods', 'Valve Components']"
18573,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Custom Supports', 'Gaskets', 'Kit - Electronics', 'Kit - Engines', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18575,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Seals']"
18584,Drivetrain-Axle-Rebuild,"['Fasteners Nuts', 'Gaskets', 'O-Rings', 'Rotating Seals', 'Seals', 'Trunnion Supports', 'Washers and Spacers']"
18588,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18589,Drivetrain-Brakes-Rebuild,"['Bars', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Valve Components', 'Washers and Spacers']"
18593,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Kit - Maintenance', 'O-Rings', 'Seals']"
18596,Engine-Injector Group-Rebuild,"['Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18597,Engine-Turbo Group-Rebuild,"['Cartridges', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
18604,Engine-Injector Group-Rebuild,"['Clamps and Clips', 'Connector Components', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges']"
18607,Drivetrain-Brakes-Rebuild,"['Being reviewed', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Separator Plates', 'Springs', 'Valve Components', 'Washers and Spacers']"
18608,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Custom Supports', 'Fasteners Studs', 'Gaskets', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
18610,Engine-Turbo Group-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'Kit - Electronics', 'Kit - Engines', 'O-Rings', 'Plates and Strips', 'Rounds', 'Seals', 'Thermostat', 'Turbos and Turbo Groups', 'Washers and Spacers']"
18612,Engine-Injector Group-Rebuild,"['Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges']"
18613,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Kit - Maintenance']"
18623,Drivetrain-Brakes-Rebuild,"['Bearings', 'Caps and Plugs', 'Dowel Pins', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Screen Filters', 'Seals', 'Seat Assembly', 'Springs', 'Valve Components', 'Washers and Spacers']"
18626,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18628,Engine-Water Pump Group-Rebuild,"['Gaskets', 'Housings and Covers', 'Water Pumps']"
18630,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Washers and Spacers']"
18631,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Separator Plates', 'Springs', 'Valve Components', 'Washers and Spacers']"
18633,Drivetrain-Brakes-Repair,"['Bearings', 'Bolts and Screws', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'O-Rings', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
18637,Drivetrain-Brakes-Rebuild,"['Breathers', 'Caps and Plugs', 'Gaskets', 'Kit - Hydraulics', 'O-Rings', 'Seals']"
18638,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18639,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18642,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Separator Plates']"
18647,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Dowel Pins', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Transmission Cases', 'Trunnion Supports', 'Trunnions', 'Washers and Spacers']"
18649,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Clamps and Clips', 'Hose adapters', 'Manually Operated Valves', 'Mounts', 'Plates and Strips', 'Tubes', 'Valve Components', 'Washers and Spacers']"
18651,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Thrust Washers', 'Valve Components', 'Washers and Spacers']"
18653,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Seals', 'Thermostat', 'Turbos and Turbo Groups']"
18661,Drivetrain-Brakes-Rebuild,"['Bars', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs', 'Valve Components']"
18662,Drivetrain-Brakes-Rebuild,"['Breathers', 'Gaskets', 'Hose Assemblies', 'Kit - Drivetrain and Steering', 'O-Rings', 'Retaining Rings', 'Seals', 'Springs']"
18664,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Fluid Filter', 'Gaskets', 'Grommets', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Tubes', 'Valve Components', 'Washers and Spacers']"
18665,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs']"
18666,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18667,Drivetrain-Axle-Rebuild,"['Bearing', 'Bearings', 'Bolts and Screws', 'Gaskets', 'O-Rings', 'Seals']"
18668,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Washers and Spacers']"
18669,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Washers and Spacers']"
18672,Drivetrain-Brakes-Rebuild,"['Breathers', 'Caps and Plugs', 'Fasteners Studs', 'Hydraulics Filter Components', 'Screen Filters', 'Springs']"
18678,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Studs', 'Thermostat', 'Turbos and Turbo Groups', 'Washers and Spacers']"
18680,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose Assemblies', 'Kit - Electronics', 'Kit - Engines', 'Mounts', 'O-Rings', 'Seals']"
18682,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Seals', 'Shims', 'Washers and Spacers']"
18683,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Valve Components']"
18687,Engine-Injector Group-Rebuild,"['Clamps and Clips', 'Washers and Spacers']"
18688,Drivetrain-Brakes-Rebuild,"['Hose adapters', 'Kit - Maintenance', 'Tubes']"
18691,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Gaskets', 'Grease', 'No Data', 'O-Rings', 'Plates and Strips', 'Seals', 'Trunnions', 'Yoke Assemblies']"
18692,Drivetrain-Brakes-Rebuild,"['Bars', 'Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs', 'Valve Components']"
18696,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Controls-Switching', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Shims', 'Solid Rods', 'Springs']"
18697,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Compressor Bypass Valve', 'Gaskets', 'Kit - Maintenance', 'Tubes']"
18701,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Seals', 'Thermostat', 'Turbos and Turbo Groups']"
18703,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18704,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Rivets', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Washers and Spacers']"
18709,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Grommets', 'Hose adapters', 'Kit - Engines', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
18710,Drivetrain-Brakes-Rebuild,"['Kit - Maintenance', 'Tubes']"
18711,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Thrust Washers', 'Valve Components', 'Washers and Spacers']"
18713,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Breathers', 'Duo Cone Group', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Shims']"
18714,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Injectors', 'O-Rings', 'Seals', 'Washers and Spacers']"
18721,Engine-Turbo Group-Rebuild,"['Cartridges', 'Fasteners Studs']"
18723,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Washers and Spacers']"
18725,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Washers and Spacers']"
18728,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Valve Components', 'Washers and Spacers']"
18731,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
18734,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Valve Components']"
18737,Drivetrain-Brakes-Rebuild,"['Springs', 'Thermostat', 'Valve Cartridges']"
18741,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing Housings', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
18743,Drivetrain-Brakes-Rebuild,"['Bearings', 'Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Valve Components']"
18746,Drivetrain-Brakes-Rebuild,"['Connector', 'Controls-Switching', 'Gaskets', 'Hose Assemblies', 'Hyd Cylinder Piston', 'O-Rings', 'Pins', 'Seals', 'Solid Rods', 'Spherical Rings']"
18748,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Breathers', 'Kit - Maintenance']"
18749,Drivetrain-Brakes-Rebuild,"['Bars', 'Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals']"
18750,Engine-Turbo Group-Rebuild,"['Angles and Channels', 'Brackets Supports and Mounts', 'Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'O-Rings', 'Seals', 'Thermostat', 'Tube and Bellows Assemblies', 'Turbos and Turbo Groups']"
